company1,company2,similarity,block_key,company1_processed,company2_processed,idx1,idx2,component_id,component_size
Peter Achatz Kachelofenbau,Kachelofenbau Peter Achatz,0.9187179487179493,geo_48.8_12.58,peter achatz kachelofenbau,kachelofenbau peter achatz,31281,15621,1562,2
DUKES GARAGE DOORS INC.,Duke's Garage Doors,0.9186995392377301,geo_36.05_-83.45,dukes garage doors inc,dukes garage doors,17092,398,1082,5
AT HOME APARTMENTS LLC.,At Home Apartments,0.9186995392377301,geo_44.94_-93.15,at home apartments llc,at home apartments,18144,3145,2959,3
Dukes Garage Doors Inc.,Duke's Garage Doors,0.9186995392377301,name_first_word_dukes,dukes garage doors inc,dukes garage doors,11372,398,1082,5
Sahar&Vosk - depilation and sugaring studio in Kazan,Sahar&Vosk - depilation and sugaring studio,0.9186658757165582,name_first_word_saharvosk,saharvosk depilation and sugaring studio in kazan,saharvosk depilation and sugaring studio,23458,24676,6231,4
Home Furniture Outlet Australia,Home Furniture Outlet,0.9185996739202954,location_australia_campbelltown,home furniture outlet australia,home furniture outlet,19368,20489,730,4
Home Furniture Outlet Australia,Home Furniture OUTLET,0.9185996739202954,location_australia_campbelltown,home furniture outlet australia,home furniture outlet,19368,33095,730,4
Friedhof Gösenroth,Friedhof Griebelschied,0.9185425685425685,name_first_word_friedhof,friedhof gosenroth,friedhof griebelschied,30594,22244,4717,5
ProNatura Méditerranée,ProNatura Provence,0.9185425685425685,website_pronatura,pronatura mediterranee,pronatura provence,1523,29983,3410,11
Abigail & Sarah,Abigail & Eye,0.9185314685314686,geo_53.88_-3.01,abigail sarah,abigail eye,22522,20811,2608,6
Sineklo butik,Sineklo ApS.,0.9185314685314686,website_sineklo,sineklo butik,sineklo aps,10703,15411,3506,6
Sineklo butik,Sineklo Aps Denmark,0.9185314685314686,website_sineklo,sineklo butik,sineklo aps denmark,10703,1785,3506,6
Centre Atlantique Formation Oujda,Centre Atlantique Formation,0.918436436373702,website_atlantique,centre atlantique formation oujda,centre atlantique formation,3109,24349,5983,4
KEARNY BANK,KearnyBank Foundation,0.9183982683982685,geo_40.87_-74.28,kearny bank,kearnybank foundation,6916,8397,4793,5
Kearny Bank,KearnyBank Foundation,0.9183982683982685,website_kearnybank,kearny bank,kearnybank foundation,13027,8397,4793,5
Argini e Margini,Argini e Margini Pisa,0.9183863224933069,website_arginiemargini,argini e margini,argini e margini pisa,6408,26184,1173,3
Baadmaegleren,Bådmægleren Vejle,0.9183760683760684,email_domain_baadmaegleren_dk,baadmaegleren,badmaegleren vejle,22784,14284,2101,5
Baadmaegleren,Bådmægleren Vejle,0.9183760683760684,location_denmark_vejle,baadmaegleren,badmaegleren vejle,22784,7377,2101,5
TTMI Colac,TTMI Latrobe,0.9183333333333334,name_first_word_ttmi,ttmi colac,ttmi latrobe,31055,31191,5932,9
Meraki SPMU & Beauty Salon,Meraki SPMU & Beauty,0.9183207884078212,name_first_word_meraki,meraki spmu beauty salon,meraki spmu beauty,25936,26037,1883,5
Karen's and Tina's Flowers,Karen's & Tina's Flowers,0.9183072830056851,name_first_word_karens,karens and tinas flowers,karens tinas flowers,5920,3347,5547,4
Morouj Commodities Ltd. Murooj Commodities Company,Morouj,0.9182435104531188,name_first_word_morouj,morouj commodities ltd murooj commodities,morouj,28313,32346,3749,3
The Fish & Chip Place,The Fish and Chip Place,0.9182281815551725,location_canada_municipality_of_northern_bruce_peninsula,the fish chip place,the fish and chip place,23518,3030,981,4
Powerflow Exhausts Leeds,Powerflow Exhausts,0.9182194612681118,email_domain_powerflowexhausts_co_uk,powerflow exhausts leeds,powerflow exhausts,400,11116,503,5
Bill Lawrence Personal Fitness,Bill Lawrence's,0.9181989003934745,name_first_word_bill,bill lawrence personal fitness,bill lawrences,15841,27554,3584,4
Standard Chartered Securities India Limited,Standard Chartered Securities India Ltd.,0.9181071467089522,name_first_word_standard,standard chartered securities india,standard chartered securities india ltd,29698,17971,6118,2
Luces y Efectos Universales bugaba,Luces y Efectos Universales,0.9180998762758926,name_first_word_luces,luces y efectos universales bugaba,luces y efectos universales,6368,21276,5965,2
ROMA Steam Baths,Roma Steam Bath Ltd.,0.9180699103056541,geo_29.87_-95.56,roma steam baths,roma steam bath ltd,12876,7886,1237,2
DAMP shop,Dampshop Waregem,0.9180555555555556,website_dampshop,damp shop,dampshop waregem,19303,30262,4657,4
Mont. Bell,Montbell America,0.9180555555555556,website_montbell,mont bell,montbell america,13839,31800,6031,3
Agility Manufacturing Inc.,Agility Mfg.,0.9179590125862792,geo_43.18_-70.88,agility manufacturing inc,agility mfg,7527,24509,3545,6
FUJITSU GENERAL (AUST.) PTY LTD - SA State Office,FUJITSU GENERAL (AUST.) LTD - QLD State Office,0.9178713209360294,name_first_word_fujitsu,fujitsu general aust pty state office,fujitsu general aust qld state office,12419,9993,5962,2
Mexicali Cantina Grill,Mexicali Mexican Grill,0.9177146326063582,location_united_states_spencer,mexicali cantina grill,mexicali mexican grill,28070,19780,479,3
Butterbeer,Butterbeer Eatery,0.9176470588235295,name_first_word_butterbeer,butterbeer,butterbeer eatery,28967,1325,2864,5
Cosmo Foods Service Co. Ltd. Niigata Office,Cosmo Foods Service Co. Ltd. Iida Office,0.9176162881453374,name_first_word_cosmo,cosmo foods service co ltd niigata office,cosmo foods service co ltd iida office,31132,9647,3620,2
MORE Real Estate Group,MORE Real Estates,0.917548150153179,email_domain_realestatebymore_com,more real estate group,more real estates,13676,5687,393,4
Dr. Gabriela Garcia-Rojas DDS,"Garcia-Rojas, Gabriela Dds",0.9175343220511548,geo_37.9_-122.54,dr gabriela garciarojas dds,garciarojas gabriela dds,22566,11382,4723,7
Vitality Works Medspa,Vitality Works Medspa Laser,0.9174796225245798,geo_43.71_-79.39,vitality works medspa,vitality works medspa laser,8512,15891,4477,2
InitiAKTIVKreis Tirschenreuth,InitiAKTIVKreis Tirschenreuth e.V.,0.9174342853241673,name_first_word_initiaktivkreis,initiaktivkreis tirschenreuth,initiaktivkreis tirschenreuth ev,644,18949,4763,4
Dial4care Recruitment,Dial4Care Recruitment Agency,0.917422850047191,name_first_word_dial4care,dial4care recruitment,dial4care recruitment agency,10658,32158,4664,5
DIAL4CARE RECRUITMENT,Dial4Care Recruitment Agency,0.917422850047191,name_first_word_dial4care,dial4care recruitment,dial4care recruitment agency,29731,32158,4664,5
Floristeria Flores Blancas,Floristeria Flores BlancasU,0.917404806032708,geo_40.54_-3.64,floristeria flores blancas,floristeria flores blancasu,3948,23173,4281,4
Villa Blue,Villa Serap,0.9172727272727274,geo_36.27_29.42,villa blue,villa serap,12632,4611,1074,13
TKTX Company France,TKTX Company Spain,0.9172727272727274,website_tktxcompany,tktx france,tktx spain,32387,15205,4407,8
Villa Serap,Villa VİVA,0.9172727272727274,location_turkey_ka,villa serap,villa viva,4611,17989,1074,13
"Davidian, Amy C. Dds",Davidian Amy K DDS,0.9172145818357823,name_first_word_davidian,davidian amy c dds,davidian amy k dds,13669,6799,88,2
Folio3 AgTech,Folio3 Software,0.9171794871794873,name_first_word_folio3,folio3 agtech,folio3 software,30666,29325,855,6
Inglewood Southside Christian Church,Inglewood Southside Christian,0.917088887131804,name_first_word_inglewood,inglewood southside christian church,inglewood southside christian,12882,24893,3701,3
Bridge Park Montessori Nursery,Bridge Park Montessori Nursery School,0.9170640177754967,website_bridgeparkmontessori,bridge park montessori nursery,bridge park montessori nursery school,12260,26574,3319,3
Rikets lilled,RIKETS flowers,0.9170329670329671,location_estonia_jhvi,rikets lilled,rikets flowers,13776,228,424,2
Elprisa Gijon,Elprisa Viella,0.9170329670329671,name_first_word_elprisa,elprisa gijon,elprisa viella,28057,17725,664,5
Abigail andeye,Abigail & Sarah,0.9170329670329671,name_first_word_abigail,abigail andeye,abigail sarah,3756,951,2608,6
Rikets lilled,Rikets Flowers,0.9170329670329671,phone_598,rikets lilled,rikets flowers,15363,13242,6081,9
TTMI Longford,TTMI Leongatha,0.9170329670329671,name_first_word_ttmi,ttmi longford,ttmi leongatha,13459,18746,5932,9
Rikets Lilled,RIKETS flowers,0.9170329670329671,location_estonia_tallinn,rikets lilled,rikets flowers,8883,1110,6081,9
Rikets Lilled,Rikets Flowers,0.9170329670329671,location_estonia_tallinn,rikets lilled,rikets flowers,8883,13242,6081,9
Ruici Hospital,Ruici Medical,0.9170329670329671,name_first_word_ruici,ruici hospital,ruici medical,1988,5992,6187,2
Società Elettrica In Morbegno,S.E.M. Societa elettrica in morbegno,0.9169659763791552,website_sem-morbegno,societa elettrica in morbegno,sem societa elettrica in morbegno,15599,29535,2455,3
Vaporasia Krubong,Vaporasia Tampin,0.9169117647058824,name_first_word_vaporasia,vaporasia krubong,vaporasia tampin,28954,8683,555,14
Lil Danger Racing,Lil Danger RacingFollow,0.916890911543932,website_lildangerracing,lil danger racing,lil danger racingfollow,23682,14367,5174,3
Equmeniakyrkan Timmele,Equmeniakyrkan Vårgårda,0.916798418972332,name_first_word_equmeniakyrkan,equmeniakyrkan timmele,equmeniakyrkan vargarda,4040,11631,761,19
BRF,BRF srl.,0.9166666666666669,geo_45.19_11.27,brf,brf srl,30048,27053,1823,4
IAB GMBH,IABGMBH,0.9166666666666669,geo_50.82_6.26,iab,iabgmbh,31720,31151,162,3
IAB - GmbH,IABGMBH,0.9166666666666669,website_iabgmbh,iab,iabgmbh,8065,31151,162,3
Vinlash Factory,VINLASH VN COMPANY LIMITED,0.9166666666666667,name_first_word_vinlash,vinlash factory,vinlash vn,30615,19287,4982,4
Hi-Rise Doors,Hi-Tech Doors,0.9166666666666667,website_hitechdoors,hirise doors,hitech doors,5186,32144,3688,3
RC-auta,Www.rc auta,0.9166666666666667,website_rc-auta,rcauta,wwwrc auta,16548,17407,487,3
Farmacia Patria,FarmáciaOn,0.9166666666666667,geo_38.72_-9.13,farmacia patria,farmaciaon,22386,23806,1221,6
Lumight LLC,Lumight Fans,0.9166666666666667,name_first_word_lumight,lumight,lumight fans,963,31053,5052,6
Zahnarztpraxis,Zahnarztpraxis Scheuerer,0.9166666666666667,name_first_word_zahnarztpraxis,zahnarztpraxis,zahnarztpraxis scheuerer,27700,1915,2185,8
Farmácia Pátria,FarmáciaOn,0.9166666666666667,website_farmaciaon,farmacia patria,farmaciaon,7420,23806,1221,6
Villa Kumtanesi,Villa Blue,0.9166666666666667,location_turkey_ka,villa kumtanesi,villa blue,33036,12632,1074,13
Courts Pharmacy,BRETTS PHARMACY,0.9166666666666667,website_paydens,courts pharmacy,bretts pharmacy,12170,26911,6237,2
DCAT Service,DCAT,0.9166666666666666,name_first_word_dcat,dcat service,dcat,16347,10686,89,2
WDMES Daresbury,Wdmes,0.9166666666666666,name_first_word_wdmes,wdmes daresbury,wdmes,28177,14516,335,2
ReNArd,Association Renard,0.9166666666666666,geo_49.65_4.64,renard,association renard,25200,32468,1794,2
Doko Ltd Albania,Doko,0.9166666666666666,location_albania_elbasan,doko albania,doko,16337,30428,2700,3
ZERA ACADEMY,Zera,0.9166666666666666,website_zera,zera academy,zera,9865,29815,3895,3
Maoli Cosmética,Maoli,0.9166666666666666,website_maoli,maoli cosmetica,maoli,21094,6422,3978,2
IIIB,IIIB Energie,0.9166666666666666,website_iiib-energie,iiib,iiib energie,22187,9036,1192,4
Totus Interiors,Totus,0.9166666666666666,website_totus,totus interiors,totus,18502,32616,1652,3
AKMEKSAN MÜH.MAK.SAN.TİC.LTD. ŞTI,Akmeksan,0.9166666666666666,website_akmeksan,akmeksan muhmaksanticltd sti,akmeksan,7185,13234,1209,5
Alcan,Alcan aluminium,0.9166666666666666,name_first_word_alcan,alcan,alcan aluminium,20307,4543,5469,6
ALCAN,Alcan aluminium,0.9166666666666666,name_first_word_alcan,alcan,alcan aluminium,6405,4543,5469,6
Liberros,Liberros - paardencoaching,0.9166666666666666,name_first_word_liberros,liberros,liberros paardencoaching,25056,20707,2632,3
Pomm'Poire Lille,Pomm'Poire Tours,0.9166666666666666,name_first_word_pommpoire,pommpoire lille,pommpoire tours,24944,26180,5590,5
Joshin,Joshin-denki honsha,0.9166666666666666,website_joshin,joshin,joshindenki honsha,24876,19095,2359,4
Swott,Swott | Marseille,0.9166666666666666,name_first_word_swott,swott,swott marseille,12241,3970,5861,5
Swott | Marseille,Swott -,0.9166666666666666,name_first_word_swott,swott marseille,swott,3970,9593,5861,5
Wish Atlanta,Wish,0.9166666666666666,name_first_word_wish,wish atlanta,wish,23588,21565,5939,4
Wish Atlanta Llc,Wish,0.9166666666666666,name_first_word_wish,wish atlanta,wish,29287,21565,5939,4
Saltro,Saltro bloedafname,0.9166666666666666,name_first_word_saltro,saltro,saltro bloedafname,8741,15484,6065,4
TTMI,TTMI Latrobe,0.9166666666666666,name_first_word_ttmi,ttmi,ttmi latrobe,3115,31191,5932,9
Villa Kalkan,Villa Kosova,0.9166666666666666,location_turkey_ka,villa kalkan,villa kosova,29761,15321,1074,13
MB EuroFresh,EuroFresh,0.9166666666666666,phone_262,mb eurofresh,eurofresh,1859,19432,2311,3
Network Healthcare,Network Restgarth,0.916616390145802,website_networkhsc,network healthcare,network restgarth,31744,11313,6209,3
Le Vice-Caché Bistro Urbain,Vice-Caché Bistro Urbain,0.916601902801396,geo_45.83_-73.42,le vicecache bistro urbain,vicecache bistro urbain,20039,14952,5413,3
First Baptist Church of Eutawville,Fbce1,0.9166000636775249,geo_33.39_-80.35,first baptist church of eutawville,fbce1,18525,3989,2776,3
LINDA Y MAKUTA DDS PC.,Dr. Linda Makuta DDS,0.9165471272631531,website_lindaymakutadds,linda y makuta dds pc,dr linda makuta dds,19546,16063,4021,3
DL Smith,DL Smith Electric,0.9163725671321977,geo_38.99_-95.7,dl smith,dl smith electric,23713,20371,4438,3
Agence immobilière Patrick Berger CERET,agence immobilière SAS Berger et Fils,0.9163225432583259,geo_42.49_2.75,agence immobiliere patrick berger ceret,agence immobiliere sas berger et fils,31729,12157,4313,2
Ascent Boise,Ascent School,0.9162393162393163,website_boisehomeexpert,ascent boise,ascent school,7434,21725,2548,2
Cansu Sulama,CANSU PLASTİK,0.9162393162393163,name_first_word_cansu,cansu sulama,cansu plastik,17584,30419,1792,4
Janinedesign,Janine Gerade,0.9162393162393163,website_janinedesign,janinedesign,janine gerade,8621,19442,5269,2
Villa Kalkan,Villa Hanedan,0.9162393162393163,website_villakalkan,villa kalkan,villa hanedan,29761,32369,1074,13
Santa Cruz Gunlocks LLC.,Santa Cruz Gunlocks,0.9161665803780539,geo_43.28_-71.71,santa cruz gunlocks llc,santa cruz gunlocks,20513,24851,1699,5
Car Key Replacement LLC.,Car key replacement,0.9161665803780539,geo_33.48_-111.98,car key replacement llc,car key replacement,25720,5777,3081,4
Jordan Select Tours & DMC,JORDAN SELECT TOURS,0.9161665803780539,website_select,jordan select tours dmc,jordan select tours,3914,25327,3941,3
Jordan Select Tours & DMC,Jordan Select Tours,0.9161665803780539,website_select,jordan select tours dmc,jordan select tours,3914,21055,3941,3
Car key replacement,CAR KEY REPLACEMENT LLC.,0.9161665803780539,website_carkeyreplacementllc,car key replacement,car key replacement llc,5777,19647,3081,4
Santa Cruz Gunlocks,SANTA CRUZ GUNLOCKS LLC.,0.9161665803780539,website_santacruzgunlocks,santa cruz gunlocks,santa cruz gunlocks llc,17960,15510,1699,5
Wings Over Colorado Llc,Wings Over ColoradoWings,0.9161665803780539,website_wingsovercolorado,wings over colorado,wings over coloradowings,21581,9596,2741,3
Green Flash Machine,Green Flash Machine LLC.,0.9161665803780539,website_greenflashmachine,green flash machine,green flash machine llc,18467,1125,5640,4
Green Flash Machine,GREEN FLASH MACHINE LLC.,0.9161665803780539,website_greenflashmachine,green flash machine,green flash machine llc,18467,21478,5640,4
Milford Golf Club,Milford Golf ClubGodalming,0.9160890259915498,geo_51.16_-0.64,milford golf club,milford golf clubgodalming,1248,5105,873,3
HELLWEG Profi Baumärkte,Hellweg Die Profi- Baumärkte,0.916032402545369,name_first_word_hellweg,hellweg profi baumarkte,hellweg die profi baumarkte,29921,32381,6195,2
Timbre Folk and Baroque,Timbre Folk & Baroque,0.9160159528012833,geo_37.86_-122.3,timbre folk and baroque,timbre folk baroque,22797,16589,3209,2
Haystack Farm & Feeds,HAYSTACK FARM AND FEEDS,0.9160159528012832,geo_44.53_-121.14,haystack farm feeds,haystack farm and feeds,16250,32462,1665,4
OZTURK CONTAINER,Ozturk Nakliyat,0.9159848484848485,name_first_word_ozturk,ozturk container,ozturk nakliyat,2201,25733,2423,3
Paydens Pharmacy,Paydens Chemist,0.9159848484848485,name_first_word_paydens,paydens pharmacy,paydens chemist,10628,2614,1194,8
Rossini Auto - Officina autorizzata Seat Service Partner,Rossini Auto - Officina autorizzata Volkswagen Service Partner,0.915972915031245,website_rossiniauto,rossini auto officina autorizzata seat service partner,rossini auto officina autorizzata volkswagen service partner,31814,29258,5117,2
Kafefadi Togitsuten,Kafefadi Kurumeten,0.915901934322987,name_first_word_kafefadi,kafefadi togitsuten,kafefadi kurumeten,3390,11017,3714,5
Famóveis - Interiores,Famóveis - Canapolis,0.915901934322987,name_first_word_famoveis,famoveis interiores,famoveis canapolis,9773,12285,1041,7
LASER THERAPY & CHIROPRACTIC CENTER INC.,LASER THERAPY AND CHIROPRACTIC CENTER INCORPORATED,0.9158600539607075,website_ltccboro,laser therapy chiropractic center inc,laser therapy and chiropractic center,17663,20383,4295,4
Auberge Les Bons Matins,Les Bons Matins,0.9158510311637211,email_domain_bonsmatins_com,auberge les bons matins,les bons matins,20407,1311,3501,6
Auberge les Bons Matins,Les Bons Matins,0.9158510311637211,geo_45.49_-73.57,auberge les bons matins,les bons matins,19064,1311,3501,6
Holfeld Tool & Die,Holfeld Tool and Die,0.9158011385607692,geo_53.27_-6.15,holfeld tool die,holfeld tool and die,27904,10610,1368,6
Holfeld Tool & Die,HOLFELD TOOL AND DIE LIMITED,0.9158011385607692,name_first_word_holfeld,holfeld tool die,holfeld tool and die,27904,32232,1368,6
HOLFELD TOOL & DIE LTD,HOLFELD TOOL AND DIE LIMITED,0.9158011385607692,name_first_word_holfeld,holfeld tool die,holfeld tool and die,8133,32232,1368,6
Dr. Jennifer Chew,Dr. Jennifer Chew DDS,0.9158011385607692,website_nestdental,dr jennifer chew,dr jennifer chew dds,24657,7538,5992,2
J Mori Painting Inc.,J Mori Painting,0.9157719917149075,geo_25.9_-80.34,j mori painting inc,j mori painting,31476,879,4263,4
J. Mori Painting Inc.,J Mori Painting,0.9157719917149075,geo_25.9_-80.34,j mori painting inc,j mori painting,18957,879,4263,4
Schoenberg Salt Co.,Schoenberg Salt Co. Inc.,0.9156922720776586,location_united_states_scranton,schoenberg salt co,schoenberg salt co inc,18381,18269,1536,6
Aswar Engineering & General Contracting Co LLC.,ASWAR Engineering & General Contracting Co. WLL,0.9155839357550003,name_first_word_aswar,aswar engineering general contracting llc,aswar engineering general contracting co wll,7454,12143,3572,3
Promotional Products Warehouse Sydney,Promotional Products Warehouse,0.9154904939465905,name_first_word_promotional,promotional products warehouse sydney,promotional products warehouse,17274,25476,2437,3
Foundations Christian Counseling Services,FOUNDATIONS CHRISTIAN COUNSELING SERVICES' Blog,0.9154656828273208,name_first_word_foundations,foundations christian counseling services,foundations christian counseling services blog,9104,14934,602,7
Reha Zentrum Schwerin,Rückenzentrum Schwerin,0.9154545454545455,website_reha-schwerin,reha zentrum schwerin,ruckenzentrum schwerin,33320,22335,5074,3
Rehazentrum Schwerin,Rückenzentrum Schwerin,0.9154545454545455,website_reha-schwerin,rehazentrum schwerin,ruckenzentrum schwerin,1453,22335,5074,3
Macrosoft India,Macrosoft IT Solutions India Pvt Ltd.,0.9153764717042024,name_first_word_macrosoft,macrosoft india,macrosoft it solutions india ltd,1440,10843,2382,2
Global Formulas,Global Formulas l,0.915375700304535,website_globalformulas,global formulas,global formulas l,7202,21277,5159,3
A-LAN Technologie Spółka,A-LAN Technolog ie,0.9153141393892317,geo_53.47_18.75,alan technologie spolka,alan technolog ie,5796,24597,2566,9
A-LAN Technologie Sp. z o.o. Sp. k.,A-LAN Technologie,0.9153141393892317,geo_50.09_19.96,alan technologie sp z oo sp k,alan technologie,24742,10583,2566,9
ProNatura Rungis,ProNatura Méditerranée,0.915297202797203,website_pronatura,pronatura rungis,pronatura mediterranee,8111,1523,3410,11
Developing Minds ABA Therapy Mississauga - Home Service,Developing Minds ABA Therapy Kanata - Home Service,0.9152471007579268,name_first_word_developing,developing minds aba therapy mississauga home service,developing minds aba therapy kanata home service,13089,21604,6152,3
Toucan Lawn Care,Toucan Lawn Care & Pest Control,0.9151298784422817,email_domain_toucanlawncare_com,toucan lawn care,toucan lawn care pest control,16209,18930,2136,5
Toucan Lawn Care & Pest Control,TOUCAN LAWN CARE & PEST CONTROL LLC.,0.9151298784422817,name_first_word_toucan,toucan lawn care pest control,toucan lawn care pest control llc,18930,31102,2136,5
Toucan Lawn Care & Pest Control,Toucan Lawn Care & Pest Control LLC.,0.9151298784422817,name_first_word_toucan,toucan lawn care pest control,toucan lawn care pest control llc,18930,20878,2136,5
JRD & Legal Associates,JRD and Legal Associates,0.9151264961130646,name_first_word_jrd,jrd legal associates,jrd and legal associates,2288,25510,4120,3
Jugend- und Familienzentrum Sankt Georgen e.V.,Jugend- und Familienzentrum Sankt Georgen e.V | Schulwerkstatt,0.9150389092373687,name_first_word_jugend,jugend und familienzentrum sankt georgen ev,jugend und familienzentrum sankt georgen ev schulwerkstatt,22609,16668,2996,4
Hellmann Zaunanlagen,Hellmann Zaunbau,0.915,name_first_word_hellmann,hellmann zaunanlagen,hellmann zaunbau,12808,14968,2339,3
Equmenia Ljurhalla,Equmeniakyrkan Gullspång,0.915,website_equmeniakyrkan,equmenia ljurhalla,equmeniakyrkan gullspang,17047,32802,761,19
Healing Hearts Family Counseling Center LLC - Lake Country,Healing Hearts Family Counseling Center,0.9149513624484665,location_united_states_delafield,healing hearts family counseling center lake country,healing hearts family counseling center,1409,15239,458,5
James E Croley III MD,"Dr. James E. Croley III, MD",0.9149228788535428,location_united_states_bonita_springs,james e croley iii md,dr james e croley iii md,8493,8815,4134,2
Foundations Christian Counseling,Foundations Christian Counseling Service,0.9148827997764467,website_foundchristcounsel,foundations christian counseling,foundations christian counseling service,24640,15332,602,7
Talk about International Publishing Group Taoyuan Branch,Talk about International Publishing Group Chiayi Branch,0.9148815621971753,website_c-talk,talk about international publishing group taoyuan branch,talk about international publishing group chiayi branch,303,13084,6032,2
Freedom Prosthetics & Orthotics,Freedom Prosthetic & Orthotics,0.9148064315114652,website_freedompo,freedom prosthetics orthotics,freedom prosthetic orthotics,20680,2961,3217,5
Tokogin,Tokorozawa Ginza Cooperative,0.9147911848711555,website_tokogin,tokogin,tokorozawa ginza cooperative,8068,2270,5652,2
Folio3 Software,Folio 3,0.9147619047619049,website_folio3,folio3 software,folio 3,29325,13216,855,6
Bill Lawrence's Personal Fitness,Bill Lawrence's,0.9146202192500147,name_first_word_bill,bill lawrences personal fitness,bill lawrences,16760,27554,3584,4
Distributor Air AMANAH,Distributor Air Amanah Jenar,0.9145984980593256,name_first_word_distributor,distributor air amanah,distributor air amanah jenar,12452,22911,6204,4
TECTON-ATISOL AG,Tecton Spezialbau Ag,0.9143137254901962,website_tecton,tectonatisol,tecton spezialbau,31627,18763,6156,9
Elprisa Tienda,Elprisa Viella,0.9142857142857143,location_spain_cabranes,elprisa tienda,elprisa viella,13916,17725,664,5
Iconic Guest,IconicGuest Transfers,0.9142857142857143,geo_38.1_23.8,iconic guest,iconicguest transfers,1212,17484,869,4
EIIS UK,Eiis,0.9142857142857143,name_first_word_eiis,eiis uk,eiis,3306,2243,2304,3
Pizzeria Siciliana,Siciliana,0.9140724882610625,email_domain_siciliana_pl,pizzeria siciliana,siciliana,14003,29044,2097,3
Trombly Plumbing & Heating LLC.,TROMBLY PLUMBING & HEATING INC.,0.9140670652728639,location_united_states_st_johnsbury,trombly plumbing heating llc,trombly plumbing heating inc,2416,13227,2624,4
Trombly Plumbing & Heating LLC.,Trombly Plumbing Heating Inc.,0.9140670652728639,name_first_word_trombly,trombly plumbing heating llc,trombly plumbing heating inc,2416,11406,2624,4
Collaborative Testing,Collaborative Testing Services CTS,0.9140601547062678,website_collaborative-testing,collaborative testing,collaborative testing services cts,29450,10397,1098,5
Twin Lakes Chiropractic,Twin Lakes Chiropractic Clinic,0.9140470777100994,location_united_states_mountain_home,twin lakes chiropractic,twin lakes chiropractic clinic,20953,17842,1709,4
nextwash - Dein Waschsalon in Frankfurt Oberrad,nextwash - Dein Waschsalon in Frankfurt Nied,0.9140340786319481,name_first_word_nextwash,nextwash dein waschsalon in frankfurt oberrad,nextwash dein waschsalon in frankfurt nied,28815,29409,6246,3
Jim Marsh Auto Body,Jim Marsh Auto Body Shop,0.9140044723380931,website_jimmarshautobody,jim marsh auto body,jim marsh auto body shop,2169,10741,2511,2
Heiandoyakkyoku Namikiten,Heiandoo,0.9140000000000001,website_heiandoo,heiandoyakkyoku namikiten,heiandoo,31533,23231,1758,4
CASTLEWOOD LOO HIRE,Castlewood Hire,0.9139935349622377,website_castlewood-hire,castlewood loo hire,castlewood hire,9313,18596,1902,4
Museo Nazionale del Risorgimento,Museo Nazionale del Risorgimento Italiano,0.9139909550162296,geo_45.07_7.69,museo nazionale del risorgimento,museo nazionale del risorgimento italiano,20976,17862,1634,3
SREAD,Scenic Rim Equine Assisted Development,0.913800344114148,website_sread,sread,scenic rim equine assisted development,31233,624,290,5
SREAD,SCENIC RIM EQUINE ASSISTED DEVELOPMENT,0.913800344114148,website_sread,sread,scenic rim equine assisted development,31233,30740,290,5
Paydens Ltd - Dispensing Chemist,Paydens Ltd - Dispensing Chemists,0.9137687825118246,phone_188,paydens dispensing chemist,paydens dispensing chemists,14720,19866,5997,3
Volksbank Lauterbach-Schlitz eG.,Volksbank Lauterbach-Schlitz,0.9137547428825957,website_volksbank-aktiv,volksbank lauterbachschlitz eg,volksbank lauterbachschlitz,18081,19423,1000,5
Volksbank Lauterbach-Schlitz e GIhre,Volksbank Lauterbach-Schlitz,0.9137547428825957,website_volksbank-aktiv,volksbank lauterbachschlitz e gihre,volksbank lauterbachschlitz,8390,19423,1000,5
Ellutia,Ellutia Chromatography,0.9136363636363638,geo_52.39_0.23,ellutia,ellutia chromatography,15322,15453,1543,7
ELLUTIA,Ellutia Chromatography,0.9136363636363638,location_united_kingdom_ely,ellutia,ellutia chromatography,30403,15453,1543,7
Propst & Sons Sports,Propst and Sons,0.9135564366549438,website_propstandsons,propst sons sports,propst and sons,8834,19721,3539,7
Rachel Brossard Ostéopathe D.O,Rachel Brossard,0.9135211914581587,geo_47.6_1.34,rachel brossard osteopathe do,rachel brossard,4312,15451,1062,2
Gentle Family Dentistry Mark D Jones DMD,Gentle Family Dentistry,0.9134469338449268,name_first_word_gentle,gentle family dentistry mark d jones dmd,gentle family dentistry,15336,5349,1544,3
Dr. Gabriela Garcia-Rojas DDS,GABRIELA GARCIA-ROJAS DDS,0.9133676553844882,geo_37.9_-122.54,dr gabriela garciarojas dds,gabriela garciarojas dds,22566,2672,4723,7
Dr. Gabriela Garcia-Rojas DDS,Gabriela Garcia-Rojas DDS,0.9133676553844882,geo_37.9_-122.54,dr gabriela garciarojas dds,gabriela garciarojas dds,22566,17660,4723,7
HotSpring Lager,HotSpring Whirlpools,0.9133333333333333,location_austria_dornbirn,hotspring lager,hotspring whirlpools,29273,24610,4082,5
HotSpring Lager,Hotspring whirlpools,0.9133333333333333,name_first_word_hotspring,hotspring lager,hotspring whirlpools,29273,7934,4082,5
Vaporasia Bahau,Vaporasia Southville,0.9133333333333333,name_first_word_vaporasia,vaporasia bahau,vaporasia southville,13794,6331,555,14
